n,event_type, t,close-price,
0,sell,0,0.5930609330326259
1,sell,1,0.3810734885678493
2,sell,2,0.6885882376564796
3,sell,3,0.6335390310918644
4,sell,4,0.44944731141136673
5,sell,5,0.09845213414563792
6,sell,6,0.08657183996012618
7,sell,7,0.37359294363593754
8,sell,8,0.1263641684783664
9,sell,9,0.015897924492745186
10,sell,10,0.3428689244587544
11,sell,11,0.90013664182255
12,sell,12,0.17880457587896548
13,sell,13,0.17127053723306607
14,sell,14,0.4560792767655234
15,sell,15,0.19892354297924142
16,buy,16,0.6555147848543891
17,sell,17,0.7519071823136987
18,sell,18,0.8458337272614506
19,sell,19,0.24741055726649785
20,buy,20,0.6351739470398912
21,buy,21,0.9645052848525829
22,buy,22,0.6661988764872583
23,buy,23,0.716469631560136
24,buy,24,0.38221030403912215
25,buy,25,0.16588316604163478
26,buy,26,0.4484552639097451
27,buy,27,0.3777084756033282
28,buy,28,0.8941487140093191
29,buy,29,0.6381741239293097
30,buy,30,0.016944463964699397
31,buy,31,0.24123444222164825
32,buy,32,0.7804534537486167
33,buy,33,0.6260794550092894
34,buy,34,0.1235535616561122
35,buy,35,0.18331673344007515
36,buy,36,0.2021466457560671
37,buy,37,0.20600211654586265
38,buy,38,0.7736992886588179
39,buy,39,0.3939983930630939
40,buy,40,0.9118657170826848
41,sell,41,0.6620766115761091
42,sell,42,0.17740547174553578
43,buy,43,0.9901806536004382
44,buy,44,0.8642866444665421
45,buy,45,0.22388243608017333
46,buy,46,0.48482257216837465
47,buy,47,0.2737848976526599
48,buy,48,0.8269458938962849
49,buy,49,0.29201148881038985
50,buy,50,0.22041363914781076
51,buy,51,0.5495806847066823
52,buy,52,0.7958759102784332
53,buy,53,0.9595218069006757
54,buy,54,0.05876001069177039
55,buy,55,0.6822478354340253
56,buy,56,0.45172855659503064
57,buy,57,0.850804321840023
58,buy,58,0.10059752823856305
59,buy,59,0.05913539207631113
60,sell,60,0.922158621156377
61,sell,61,0.22052151177716262
62,sell,62,0.5424383011114897
63,sell,63,0.8315065558618308
64,sell,64,0.9153094038508428
65,sell,65,0.26882548005781737
66,buy,66,0.8332710916542223
67,sell,67,0.7720772689892057
68,sell,68,0.37518319754186935
69,sell,69,0.09469560095737561
70,sell,70,0.46480215331660646
71,buy,71,0.007043191080763234
72,sell,72,0.9415353377995052
73,sell,73,0.561565989086934
74,sell,74,0.6345918616892661
75,sell,75,0.9346147606859831
76,sell,76,0.48490738855472204
77,sell,77,0.6751919066306232
78,sell,78,0.3996152504786915
79,sell,79,0.7892558962110641
80,sell,80,0.3962549168409568
81,sell,81,0.00822185687387944
82,sell,82,0.9215148880970266
83,sell,83,0.7641067926174525
84,sell,84,0.5358974629820643
85,sell,85,0.6497032834188031
86,sell,86,0.06459439853617255
87,buy,87,0.15226590075007818
88,buy,88,0.07437646332266423
89,sell,89,0.6605305281181706
90,sell,90,0.6724882968679636
91,sell,91,0.7838891002103486
92,sell,92,0.7469249317892306
93,sell,93,0.587758737275745
94,sell,94,0.4436116777864989
95,sell,95,0.1501418242990572
96,sell,96,0.5794111619827848
97,sell,97,0.338525395685341
98,sell,98,0.0011347346878176623
99,sell,99,0.7003749149171533
