n,event_type, t,close-price,indicator,category,
0,sell,0,0.46447666022421885,LINEARREG,Statistic Functions
1,sell,1,0.95211889836663,LINEARREG,Statistic Functions
2,sell,2,0.3746822724107911,LINEARREG,Statistic Functions
3,sell,3,0.22179086243780743,LINEARREG,Statistic Functions
4,sell,4,0.36097886494253584,LINEARREG,Statistic Functions
5,sell,5,0.3393556936360764,LINEARREG,Statistic Functions
6,sell,6,0.9844443185764179,LINEARREG,Statistic Functions
7,sell,7,0.5389308702141292,LINEARREG,Statistic Functions
8,sell,8,0.5504844991595556,LINEARREG,Statistic Functions
9,sell,9,0.1329341027505332,LINEARREG,Statistic Functions
10,sell,10,0.7998171148961792,LINEARREG,Statistic Functions
11,sell,11,0.9278637376738433,LINEARREG,Statistic Functions
12,sell,12,0.8595151741449127,LINEARREG,Statistic Functions
13,buy,13,0.9991958886004649,LINEARREG,Statistic Functions
14,buy,14,0.03720971293436115,LINEARREG,Statistic Functions
15,buy,15,0.755006562226156,LINEARREG,Statistic Functions
16,buy,16,0.2672771201429328,LINEARREG,Statistic Functions
17,buy,17,0.3144160024953013,LINEARREG,Statistic Functions
18,buy,18,0.7653908390559551,LINEARREG,Statistic Functions
19,sell,19,0.1382393512349941,LINEARREG,Statistic Functions
20,sell,20,0.7214964963224545,LINEARREG,Statistic Functions
21,buy,21,0.8047904267138842,LINEARREG,Statistic Functions
22,buy,22,0.5268069472093324,LINEARREG,Statistic Functions
23,buy,23,0.828989508565951,LINEARREG,Statistic Functions
24,sell,24,0.4009728389513447,LINEARREG,Statistic Functions
25,buy,25,0.5483805641582337,LINEARREG,Statistic Functions
26,buy,26,0.9268724040254702,LINEARREG,Statistic Functions
27,buy,27,0.6902183359524978,LINEARREG,Statistic Functions
28,buy,28,0.941016093030669,LINEARREG,Statistic Functions
29,buy,29,0.54971669661779,LINEARREG,Statistic Functions
30,buy,30,0.9287071214762659,LINEARREG,Statistic Functions
31,buy,31,0.0975830753878687,LINEARREG,Statistic Functions
32,buy,32,0.18587357061437704,LINEARREG,Statistic Functions
33,buy,33,0.8628328525715281,LINEARREG,Statistic Functions
34,stay,34,0.4585282584887984,LINEARREG,Statistic Functions
35,sell,35,0.28725602402017447,LINEARREG,Statistic Functions
36,sell,36,0.45415045277217403,LINEARREG,Statistic Functions
37,sell,37,0.7160982052134294,LINEARREG,Statistic Functions
38,sell,38,0.06305306010471956,LINEARREG,Statistic Functions
39,sell,39,0.8790227034876639,LINEARREG,Statistic Functions
40,sell,40,0.40992919136987516,LINEARREG,Statistic Functions
41,sell,41,0.27680013389233515,LINEARREG,Statistic Functions
42,sell,42,0.27109097929051384,LINEARREG,Statistic Functions
43,sell,43,0.4013077306049865,LINEARREG,Statistic Functions
44,sell,44,0.15039533103580227,LINEARREG,Statistic Functions
45,sell,45,0.6314491501435368,LINEARREG,Statistic Functions
46,sell,46,0.5275812774334694,LINEARREG,Statistic Functions
47,sell,47,0.4588413321880833,LINEARREG,Statistic Functions
48,sell,48,0.0339558716805356,LINEARREG,Statistic Functions
49,sell,49,0.4973320060935307,LINEARREG,Statistic Functions
50,sell,50,0.6394121633261358,LINEARREG,Statistic Functions
51,buy,51,0.8465288555984836,LINEARREG,Statistic Functions
