n,event_type, t,close-price,indicator,category,
0,sell,0,0.46447666022421885,MININDEX,Math Operators
1,sell,1,0.95211889836663,MININDEX,Math Operators
2,sell,2,0.3746822724107911,MININDEX,Math Operators
3,sell,3,0.22179086243780743,MININDEX,Math Operators
4,sell,4,0.36097886494253584,MININDEX,Math Operators
5,sell,5,0.3393556936360764,MININDEX,Math Operators
6,sell,6,0.9844443185764179,MININDEX,Math Operators
7,sell,7,0.5389308702141292,MININDEX,Math Operators
8,sell,8,0.5504844991595556,MININDEX,Math Operators
9,sell,9,0.1329341027505332,MININDEX,Math Operators
10,sell,10,0.7998171148961792,MININDEX,Math Operators
11,sell,11,0.9278637376738433,MININDEX,Math Operators
12,sell,12,0.8595151741449127,MININDEX,Math Operators
13,sell,13,0.9991958886004649,MININDEX,Math Operators
14,sell,14,0.03720971293436115,MININDEX,Math Operators
15,sell,15,0.755006562226156,MININDEX,Math Operators
16,sell,16,0.2672771201429328,MININDEX,Math Operators
17,sell,17,0.3144160024953013,MININDEX,Math Operators
18,sell,18,0.7653908390559551,MININDEX,Math Operators
19,sell,19,0.1382393512349941,MININDEX,Math Operators
20,sell,20,0.7214964963224545,MININDEX,Math Operators
21,sell,21,0.8047904267138842,MININDEX,Math Operators
22,sell,22,0.5268069472093324,MININDEX,Math Operators
23,sell,23,0.828989508565951,MININDEX,Math Operators
24,sell,24,0.4009728389513447,MININDEX,Math Operators
25,sell,25,0.5483805641582337,MININDEX,Math Operators
26,sell,26,0.9268724040254702,MININDEX,Math Operators
27,sell,27,0.6902183359524978,MININDEX,Math Operators
28,sell,28,0.941016093030669,MININDEX,Math Operators
29,sell,29,0.54971669661779,MININDEX,Math Operators
30,sell,30,0.9287071214762659,MININDEX,Math Operators
31,sell,31,0.0975830753878687,MININDEX,Math Operators
32,sell,32,0.18587357061437704,MININDEX,Math Operators
33,sell,33,0.8628328525715281,MININDEX,Math Operators
34,sell,34,0.4585282584887984,MININDEX,Math Operators
35,sell,35,0.28725602402017447,MININDEX,Math Operators
36,sell,36,0.45415045277217403,MININDEX,Math Operators
37,sell,37,0.7160982052134294,MININDEX,Math Operators
38,sell,38,0.06305306010471956,MININDEX,Math Operators
39,sell,39,0.8790227034876639,MININDEX,Math Operators
40,sell,40,0.40992919136987516,MININDEX,Math Operators
41,sell,41,0.27680013389233515,MININDEX,Math Operators
42,sell,42,0.27109097929051384,MININDEX,Math Operators
43,sell,43,0.4013077306049865,MININDEX,Math Operators
44,buy,44,0.15039533103580227,MININDEX,Math Operators
45,buy,45,0.6314491501435368,MININDEX,Math Operators
46,buy,46,0.5275812774334694,MININDEX,Math Operators
47,buy,47,0.4588413321880833,MININDEX,Math Operators
48,buy,48,0.0339558716805356,MININDEX,Math Operators
49,buy,49,0.4973320060935307,MININDEX,Math Operators
50,buy,50,0.6394121633261358,MININDEX,Math Operators
51,buy,51,0.8465288555984836,MININDEX,Math Operators
52,buy,52,0.9318666147514199,MININDEX,Math Operators
53,buy,53,0.9399948790152302,MININDEX,Math Operators
54,buy,54,0.3906242297824769,MININDEX,Math Operators
55,buy,55,0.8763185122339205,MININDEX,Math Operators
56,buy,56,0.6483966207925501,MININDEX,Math Operators
57,buy,57,0.8292561018642619,MININDEX,Math Operators
58,buy,58,0.591644673133687,MININDEX,Math Operators
59,buy,59,0.4462199079796083,MININDEX,Math Operators
60,buy,60,0.06746356442745693,MININDEX,Math Operators
61,buy,61,0.9515439794825447,MININDEX,Math Operators
62,buy,62,0.692437438584956,MININDEX,Math Operators
63,buy,63,0.28967707199394,MININDEX,Math Operators
64,buy,64,0.6186400662963785,MININDEX,Math Operators
